arr, , 0.00, 0, 0.00, 500, 2026-05-23 00:40:32
a, , 0.00, 0, 0.00, 500, 2026-05-23 00:42:12
aa, , 65.54, 3, 1.00, 1399, 2026-05-23 13:22:27
a, builtin_01, 18.06, 9, 1.00, 1554, 2026-06-07 10:33:05
Player (Draw), vs_ai, 0.00, 0, 0.00, 0, 2026-06-07 10:33:25
aa, builtin_01, 133.33, 68, 0.00, 914, 2026-06-12 11:15:23
a, builtin_01, 48.62, 26, 0.00, 663, 2026-06-12 11:49:37
bb (Loss), vs_ai, 96.96, 43, 0.00, 430, 2026-06-12 12:14:16
